productid,avg_rating
B001U2KP8Y,4.4
B002C5UWZY,5.0
B003F1BUOG,5.0
B002G5BSE4,4.6
B000ANRBZ4,5.0
B000I5LDYY,5.0
B0011FESD8,3.0
B0014KPYFG,4.666666666666667
B001FWXMTI,5.0
B002WJHL1I,5.0
B0009N5EZY,4.090909090909091
B001KOTR0O,5.0
B000LPA6BM,5.0
B000M3GCPW,5.0
B000GCWB04,2.0
B002RS6KCU,5.0
B000UPQXGA,3.3333333333333335
B00135G668,5.0
B002CML1R0,4.125
B002ZG8DFQ,5.0
B001EPO1ZK,1.0
B000CNP3PM,5.0
B000PLSP88,5.0
B000AADEP8,3.8
B0009KN8JQ,5.0
B000FGC99Y,4.571428571428571
B000W7QY6U,1.0
B001BQ8R0W,5.0
B003H77HG8,3.6666666666666665
B0006GUQ5C,3.0
B0019CU2GU,4.222222222222222
B001E10FHM,5.0
B000BU7SCM,5.0
B003CV3K10,5.0
B000BZIKEC,4.0
B000NKHI3E,5.0
B002AMUG7S,3.0
B0038BGMLE,5.0
B00116SCH0,5.0
B001QBBQNW,4.333333333333333
B000NB1OMO,4.428571428571429
B001RQOSBS,4.2
B000AA5WG2,5.0
B000NHXVCY,5.0
B000CD73BE,5.0
B000FH4I1U,5.0
B0000530MA,5.0
B001E95GNW,2.6666666666666665
B0006MVRX6,5.0
B000YLFHPS,3.0
B0012OM2YA,5.0
B000060K41,5.0
B00028OQZA,4.5
B000KM1PVG,5.0
B001HBHZJ0,4.0
B000FQ5TD2,2.0
B001D19Z10,4.0
B000FI4W06,3.6666666666666665
B000XQO85O,2.5
B0027W4QZO,3.0
B003760I1A,5.0
B00021WZ8C,5.0
B000UFWRUQ,5.0
B002WE2LEU,5.0
B0034CMQWQ,4.666666666666667
B002M7FHFM,5.0
B003981CQQ,4.0
B0015KO3L6,5.0
B001O290FE,5.0
B001WAKTZS,5.0
B001I2DME0,3.0
B001M5F8OA,5.0
B001U3QLJ0,5.0
B000NTSPDC,5.0
B00112AH0E,5.0
B001VIF8YI,2.3333333333333335
B000ZV1W6K,3.5
B000S5O12K,5.0
B000HL05H0,4.5
B0017KCQ2W,3.5
B000E7WG56,5.0
B001DHI0R4,4.142857142857143
9790801505,5.0
B000N5QVOG,3.3
B0017DO8IO,5.0
B0020MM9UK,5.0
B003CJ8Y2W,5.0
B00239YCXM,4.0
B00157RZ14,5.0
B000NL34JU,4.714285714285714
B000P20R6A,3.75
B000VEG964,5.0
B0017L6I5W,5.0
B00203MPJY,3.6666666666666665
B000H7BC9E,4.0
B001RVGVAE,3.6666666666666665
B001H64OTE,3.5
B0009F3OX6,4.333333333333333
B000YFRCE8,3.0
B0036LMK7G,5.0
B000C218C0,4.833333333333333
B000JLAVAO,4.0
B000A5PP4G,5.0
B000RGAHW8,4.0
B001CL4O76,5.0
B000HD9AYW,4.0
B001DJDP7C,4.363636363636363
B001MIZMLQ,5.0
B002612K9K,3.6666666666666665
B002PMUZM4,5.0
B002G0WOVU,4.0
B000C1UF6Q,5.0
B0016OCTLM,1.0
B001EUMKZ8,5.0
B002XQ1R0G,4.0
B002C794DS,5.0
B000H3FBR2,4.0
B000EGN0P2,5.0
B000VZ9UI2,3.25
B001T8W7TY,4.5
B000AA9HBS,3.6666666666666665
B001B7NPCQ,5.0
B002AMUGMI,5.0
B0010XPQPK,5.0
1412759676,5.0
B00006424R,5.0
B0019LPSX8,1.0
B001AWZ5MU,5.0
B0002Z8NJS,2.5
B000TAV7VM,4.5
B000GCURBO,4.0
B0006FMREQ,5.0
B000E7WG2Y,2.5
B0017K8J4G,3.0
B0001433OU,4.5
B000HGQPHO,4.0
B000WMHKD6,4.5
B0001F3UOC,4.0
B001LKLZNO,1.0
B0012ZKBOC,5.0
B000ALFTW8,5.0
B0015XMZUO,4.0
B001CT099U,3.75
B0002FBPX4,1.5
B002NJMK1I,5.0
B001CT086Y,1.0
B002KQ05SO,4.5
B001ALLJW6,3.0
B003EO466S,4.5
B000E6101S,5.0
B000HJUWRU,3.0
B001FWXHC0,4.076923076923077
B000052YJS,1.0
B000YJ2SKM,3.888888888888889
B00005304H,3.4444444444444446
B00005354D,4.6
B00163JVJQ,4.9
B000GCZZ6Q,5.0
B000O3OZD6,4.363636363636363
B000R99V5O,4.428571428571429
B0033R1M54,4.0
B002N5MI2S,4.56
B00068A0AQ,4.833333333333333
B000NN5HFW,4.5
B000VKGNGO,5.0
B000X040QW,5.0
B0014YC61C,5.0
B000US084U,4.083333333333333
B001E96L4K,5.0
B003GXC0RY,3.8333333333333335
B000GREPOY,4.0
B001E6UJJ6,5.0
B0030HJBVO,5.0
B000IOHP74,3.0
B001E3T7GK,5.0
B002B4GGII,2.6666666666666665
B002RT71UO,5.0
B00021DUM2,4.714285714285714
B000P22UUG,4.333333333333333
B001ALPKXA,4.555555555555555
B002C5KVL4,3.8
B000UEEMN2,5.0
B00243FOHK,3.2
B0001ZZKIG,4.333333333333333
B000LW1I2Q,4.75
B001IZYQBU,5.0
B002PHRL4E,5.0
B001CT0A5S,5.0
B001EKVJKU,5.0
B000FLQZLC,2.0
B00197WFGK,5.0
B001DNZJW2,4.25
B000VOHNZ0,5.0
B002XQ1SXW,5.0
B000EIJND8,3.6666666666666665
B0011292ZK,3.75
B00282KVIO,5.0
B001FB5HW4,3.6666666666666665
B000OYJ9IQ,5.0
B001VBIYOG,5.0
B000C1VY9I,5.0
B003E10YDK,4.875
B0000537SD,3.5
B000SBMBWQ,5.0
B001552Y6M,4.5
B000Q68VMC,5.0
B002H8TVVM,4.0
B0009YDO6O,5.0
B001H54VIY,3.0
B0012TCFBA,2.3333333333333335
B00099XK2W,3.0
B000HJ4INE,4.153846153846154
B003AYEG30,4.0
B0019D0UQG,5.0
B001VAAK7Q,5.0
B000N8D3IU,2.0
B00028F0NM,4.375
B000MSFRVM,5.0
B0018WY67C,5.0
B001CT08KU,4.0
B002SCMQXM,5.0
B00021DVCQ,3.9782608695652173
B001CYC4EI,4.857142857142857
B001IDZI0U,4.25
B002B4LU8O,4.0
B0006MSVCG,4.75
B000KE5OBG,3.6
B003D1U2U6,5.0
B0013VY4AM,5.0
B000MUQFTI,3.6538461538461537
B001U57YVC,5.0
B0012DNODY,5.0
B001AMRLOA,5.0
B00354V0AC,3.6666666666666665
B0018XW5J2,5.0
B000JL3U1Q,4.428571428571429
B000P20QM0,4.25
B001GBIU36,4.5
B00198OG7U,4.25
B000MLPC14,5.0
B000YBNL2Y,5.0
B001B0X05U,4.0
B000G1MARE,5.0
B000YB5NGQ,5.0
B0006IJ7E6,5.0
B000O8R4CA,4.0
B002BDBHQK,5.0
B00185CHF2,3.25
B0016KVLKQ,5.0
B00015HBEM,5.0
B000KHPFMQ,4.2
B000NYL4AS,5.0
B002UV3RHA,5.0
B000RN4A2E,3.0
B002BWOY70,5.0
B000WFWM86,4.0
B001G1CTWY,4.0
B002CL6H66,1.0
B002RS6L10,4.5
B0009F3OEA,5.0
B000T9ZCL4,3.857142857142857
B000B6VIPY,2.5833333333333335
B001E96N2U,4.333333333333333
B002ZNJU7Y,4.666666666666667
B0035COC5Y,5.0
B000NISGOG,4.666666666666667
B0000531GV,3.4
B0002DM8OQ,5.0
B002VBLTQK,5.0
B000F8X9RS,4.75
B0018N1OWG,4.0
B000BPEPA0,5.0
B002QDYF1O,3.0
B002VECIS0,4.5
B002D48R4W,5.0
B000B9L5ZE,5.0
B000A1IVE6,5.0
B001UNRQZI,5.0
B0039ZZKJE,5.0
B0015347LY,5.0
B0017QSPGW,3.0
B001P3QFFU,1.0
B003DA4O7Y,5.0
B0009XH6XC,4.0
B0002CX8QE,5.0
B001MSU0RC,5.0
B002RT727Q,4.0
B001JZKAHS,5.0
B002HTRGI6,5.0
B00182ERH6,4.0
B001ATHEVS,4.0
B001DKO9SU,5.0
B001EVX6S2,1.0
B00344F5AO,5.0
B000VL292A,4.0
B001GCVJF6,3.2
B000W4TI8Y,5.0
B001NDM4WA,5.0
B001TKMKE4,2.5
B000C1VY66,5.0
B000H8C7X8,5.0
B000HX6L8U,5.0
B001FT87EQ,5.0
B001MKOKVM,3.6
B000OD5V8E,5.0
B0020WXQ0W,5.0
B002RTVQNW,3.4705882352941178
B000C230GW,4.666666666666667
B001ET7112,5.0
B000S85DS8,5.0
B000TFADXA,4.625
B000WZ6P34,5.0
B0017QK8GM,3.5
B002U2FDAS,4.5
B002XQ1Y86,4.538461538461538
B001G6UHWI,5.0
B001P85OES,4.0
B00176M2VQ,2.6666666666666665
B0006DWHDY,3.0
B000B604YK,4.666666666666667
B000XJ0PG2,4.785714285714286
B002B1K6JG,4.0
B0009R5ATA,3.0
B000MVTPL2,4.5
B002VPACWS,5.0
B001S9YJ1S,4.8
B001FEKKIM,5.0
B00006L9L1,4.5
B000Y18UKM,5.0
B001395R0K,5.0
B0014R7TBG,5.0
B003BMPCMK,4.333333333333333
B000HHV2G2,1.0
B001UHSVOY,4.0
B000WCEO80,5.0
B001ET6XVG,3.5
B0009I4MFW,4.5
B001EO5WYA,5.0
B0009G05W8,4.0
B0012R23UK,4.333333333333333
B000OR4J2E,2.3333333333333335
B0024LSHDU,5.0
B002L456EI,5.0
B003ARUVXG,4.5
B0006NZ8FS,4.0
B000P9CW02,5.0
B000GAT6LI,3.0
B0016HBP00,5.0
B001F51T7C,2.0
B000NUODE6,4.0
B000VVD6ZE,4.0
B00028LZNG,3.0
B002S8TQF2,5.0
B002SAZO7Y,3.0
B00169BG3Y,5.0
B001KYNW5A,5.0
B001A1RU88,5.0
B0009MSHR2,3.5
B000Z8YTMW,5.0
B001NM85Q0,5.0
B000BKXGXW,3.8
B0025Q3FVI,5.0
B000PHZ7SS,5.0
B000NSSLI2,2.6666666666666665
B001O5QWZ2,5.0
B000EGIEP8,4.0
B000V9WOEU,3.0
B0012718KG,4.5
B001EWF2FG,4.0
B002ZX9OKC,5.0
B0012ZMBDQ,3.803921568627451
B00195MZUI,3.2777777777777777
B002PBLH3Q,3.6923076923076925
B000VUX4T8,4.0
B000GCEAA8,4.333333333333333
B0038B9ALI,4.086956521739131
B000PHRIYE,4.181818181818182
B000WYZ9Q4,4.25
B002L6NZHG,4.242424242424242
B000O2QTK4,3.0
B0037AXOZ8,5.0
B003BOLJY8,5.0
B000W0C07Y,5.0
B001DKQ3O8,4.46875
B0014AUGXG,4.0
B000LPJASC,5.0
B0016ZQD68,5.0
B000KPVPR2,5.0
B000GCUC96,3.6666666666666665
B000NO8Z96,5.0
B0030JE7M0,5.0
B0022PG9G0,3.625
B000NN7FT8,4.75
B001L401VW,5.0
B003156OK6,4.666666666666667
B0011UAC7Y,5.0
B0018DP2JW,5.0
B0002FCCXG,4.0
B00198505C,5.0
B001G7OCSM,4.088235294117647
B001QGNZT0,5.0
B002B4EFCC,4.666666666666667
B000KOO8AY,5.0
B000ZBKIKG,3.0
B001AVS2A8,3.3333333333333335
B001E95GTQ,4.2
B000LPSGM8,5.0
B000CS0V86,1.0
B000GCUPIE,2.0
B000UUF7DA,4.666666666666667
B0028QXB32,3.0
B000MXDA6G,5.0
B00390RRX6,5.0
B000S0AWMS,5.0
B0039Q5TT4,5.0
B001H7TUII,5.0
B000R871A2,3.6
B000ICR9ZY,5.0
B0009PL39S,5.0
B000YAA3VW,2.3333333333333335
B00021CYLK,5.0
B002Z7FUS8,4.0
B0015HOB9S,4.0
B001VEE9AG,1.0
B000A3ZMT6,5.0
B00004U9UY,4.818181818181818
B002VJ42XE,5.0
B000A3ZN7W,5.0
B000AAAWAI,1.0
B00080AZQG,5.0
B000C1Z6DS,4.428571428571429
B000NJJALS,4.0
B0010T0Y9W,3.0
B000EGIFB6,5.0
B001925MS8,4.25
B000FBNYRU,4.333333333333333
B0007O1QUM,5.0
B001617T9W,5.0
B000B9J3LM,5.0
B001FWXH98,4.8
B0015KO3MK,5.0
B00110U74C,5.0
B0020BWJJW,5.0
B002A30JJW,5.0
B002MBNZMA,4.833333333333333
B002TPQPEE,4.534883720930233
B000CC4F9I,4.428571428571429
B0009ION0G,4.5
B000WHXL98,4.125
B002B91LSS,4.666666666666667
B0028RWCR2,5.0
B002AMUICG,5.0
B002FC99ZS,5.0
B001DO76X6,5.0
B0006TQZJK,5.0
B001L4II4O,5.0
B001ADQUWS,4.111111111111111
B001RJBL7E,4.5
B002RZUIAI,5.0
B0000ZLEFU,3.5609756097560976
B000H88Q9M,3.0
B002RD38AM,2.0
B002JXOJL2,4.333333333333333
B00174LGSI,2.9
B0038U0XRE,5.0
B000BYNDR2,3.0
B001E6OBKY,4.0
B002UUT3YM,4.166666666666667
B0007W60Q4,5.0
B0002LDLEY,3.0
B000VOPHSU,4.0
B001E0MU6C,5.0
B000X1YING,4.428571428571429
B001EY87LK,5.0
B0001EKWPI,5.0
B000NB7C48,3.5
B000Q46HBQ,5.0
B000FTYI18,4.0
B000HEKO4G,4.333333333333333
B0017SKH0C,5.0
B0000537KO,3.0
B001TWKLZM,4.0
B002YR5DFY,5.0
B000WZIR9O,5.0
B000YG82HI,3.7142857142857144
B002I9R2QG,4.0
B00375L8QA,4.0
B001S6H1D4,5.0
B0036QGNQ0,5.0
B001GNY6D2,5.0
B000C1Z5BG,5.0
B001VSY1QO,4.0
B00021DA2M,5.0
B000SJ9G0I,4.25
B0013WED6G,5.0
B000YJ2FUA,5.0
B0011DMZA8,4.0
B001E4KA7Y,5.0
B0009KN8HS,3.6666666666666665
B000Q6D3MA,4.2
B000GI3U44,5.0
B000XDYO3S,4.0
B0018MIIMQ,2.0
B00121OCS2,5.0
B0010ELCCA,4.0
B001CZKX4K,4.0
B001CT09B8,3.5
B001OPFCLW,5.0
B002YHZ3U4,3.4
B000U2A6M0,5.0
B0018OXOMS,3.75
B001F51TJK,5.0
B000065AAW,4.5
B00022629O,1.0
B000EGIF0W,5.0
B003GDOMYI,1.0
B000KIRSAW,4.0
B000VON4SA,5.0
B0011FQ9RG,5.0
B000O2M27I,4.0
B0012LW8RO,4.0
B003981C34,4.5
B0009S3H4Y,4.0
B000AAC8VO,4.285714285714286
B000C238S2,5.0
B000GHZMGY,5.0
B001C6H6F8,4.545454545454546
B0001B7MWM,3.0
B000A408YY,5.0
B000GCWJV0,4.428571428571429
B000KOI3DC,4.0
B000QT9OP2,4.636363636363637
B0013ND45G,4.0
B000LY3X7W,4.5
B0000YV83O,3.888888888888889
B0012XM8X6,3.5
B003AVNLP2,3.0
B000TD5LBG,3.5
B0011DN37M,4.0
B00081UWZY,3.0
B000GX4BSS,4.111111111111111
B001MF0V3S,4.0
B000GVRL3C,5.0
B0009OAHF0,4.833333333333333
B000BIZSXA,5.0
B000AADFFW,5.0
B001OOLOUG,4.5
B002SDG5DS,5.0
B000NPWQX6,3.5
B000Q8LFX2,4.114285714285714
B001H270RQ,4.5
B0011S0ZKA,5.0
B0017M4MRC,5.0
B001T8OF62,5.0
B000KQR8F4,5.0
B001ECQ4L2,5.0
B003DZXC36,4.75
B000B9P4R4,5.0
B000HJT1CW,3.8333333333333335
B001CBEQME,4.5
B00014EI76,5.0
B00137Q8LO,4.5
B00162B3IO,5.0
B0009EIMSE,2.6666666666666665
B0029SYXO0,3.6666666666666665
B0009OAHNM,4.0
B0028QVAGW,4.333333333333333
B002LZ379I,5.0
B000KNCGUE,5.0
B000XB5GVY,3.0
B0001KBPBC,5.0
B001D0G2DA,5.0
B001E0XSAE,5.0
B001JZB4PA,2.0
B000YN1PXO,3.0
B001BSIZS4,5.0
B0027A7CMK,2.875
B002WLOPX8,5.0
B0017WKHIA,5.0
B001G8UFQ4,5.0
B0012XAQYY,5.0
B001F19ACC,5.0
B00392A43Y,4.5
B000C1W6TK,4.545454545454546
B000ECQ80U,4.333333333333333
B0013EF430,5.0
B000W303SE,3.0
B001E43X7S,3.0
B000H83M6O,5.0
B000JVEEZC,4.8
B002NCLWHS,3.0
B000Z656UI,5.0
B003FODWVC,4.8
B0007XFB2W,4.0
B0010P55I6,5.0
B002T70PTI,4.0
B002HRF630,5.0
B001AHAEZ8,2.6923076923076925
B000VDUOFM,3.626865671641791
B000NB3VOS,3.6666666666666665
B00027DDEQ,4.2
B001ET6XES,5.0
B002Z7FU92,5.0
B0036JHQ5E,3.5
B000C1Z2D2,4.464285714285714
B0013CSGBE,3.9655172413793105
B000P9IEO0,4.466666666666667
B001KYQBUI,5.0
B000C2317A,5.0
B000NN7FSO,3.5
B001E95F7E,3.0
B0002IKRMQ,1.0
B0006NXP0I,4.25
B00185UVQE,5.0
B000LRG6X2,5.0
B0013L55U0,5.0
B001680RPS,4.2727272727272725
B0030LB1IG,4.0
B001FORIFU,2.5
B0001M7DIO,5.0
B0001OOAII,4.75
B000PI57HS,1.0
B000WNC7JW,5.0
B000TACFF4,4.0
B000VDN9D6,2.5
B001DYLHJA,3.3333333333333335
B000W16Q2I,4.8
B001PUR1GK,4.875
B000PHUKBC,5.0
B0037MGE4Y,3.3333333333333335
B003081VGG,4.8
B000TIR178,5.0
B000YZM5P4,3.875
B000FQSANI,3.3333333333333335
B0029JYFCO,5.0
B001CBTSOU,5.0
B0002ZAGNE,2.0
B000H74B7O,5.0
B00028LN1K,4.5
B0018ZTKC0,4.5
B001ET776Q,5.0
B001G1ZXSQ,5.0
B0016DA62C,5.0
B0000530O9,3.5
B0036JLJ2K,5.0
B0009R35JM,1.8
B002HHNRF4,3.75
B0037UFLNG,5.0
B000LGNQPY,4.538461538461538
B000V7ODZK,5.0
